market,symbol,asset_base,classification,evidence,evidence_source,classification_version,primary_crypto_eligible,all_tradable_usdt_diagnostic
spot,ERDBNB,ERDBNB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ERDBTC,ERDBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ERDBUSD,ERDBUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ERDPAX,ERDPAX,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ERDUSDC,ERDUSDC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ERDUSDT,ERD,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,ERNBNB,ERNBNB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ERNBUSD,ERNBUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ERNUSDT,ERN,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,ESPTRY,ESPTRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ESPUSDC,ESPUSDC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ESPUSDT,ESP,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,ETCBNB,ETCBNB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ETCBRL,ETCBRL,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ETCBTC,ETCBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ETCBUSD,ETCBUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ETCETH,ETCETH,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ETCEUR,ETCEUR,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ETCFDUSD,ETCFDUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ETCGBP,ETCGBP,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ETCPAX,ETCPAX,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ETCTRY,ETCTRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ETCTUSD,ETCTUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ETCUSDC,ETCUSDC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ETCUSDT,ETC,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,ETHAEUR,ETHAEUR,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ETHARS,ETHARS,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ETHAUD,ETHAUD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ETHBEARBUSD,ETHBEARBUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ETHBEARUSDT,ETHBEAR,LEVERAGED_OR_SYNTHETIC,leveraged-token suffix,archive symbol policy,r1.6-taxonomy-v1,False,True
spot,ETHBIDR,ETHBIDR,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ETHBKRW,ETHBKRW,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ETHBRL,ETHBRL,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ETHBTC,ETHBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ETHBULLBUSD,ETHBULLBUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ETHBULLUSDT,ETHBULL,LEVERAGED_OR_SYNTHETIC,leveraged-token suffix,archive symbol policy,r1.6-taxonomy-v1,False,True
spot,ETHBUSD,ETHBUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ETHDAI,ETHDAI,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ETHDOWNUSDT,ETHDOWN,LEVERAGED_OR_SYNTHETIC,leveraged-token suffix,archive symbol policy,r1.6-taxonomy-v1,False,True
spot,ETHEUR,ETHEUR,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ETHEURI,ETHEURI,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ETHFDUSD,ETHFDUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ETHFIBNB,ETHFIBNB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ETHFIBTC,ETHFIBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ETHFIFDUSD,ETHFIFDUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ETHFITRY,ETHFITRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ETHFIUSDC,ETHFIUSDC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ETHFIUSDT,ETHFI,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,ETHGBP,ETHGBP,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ETHIDR,ETHIDR,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ETHJPY,ETHJPY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ETHMXN,ETHMXN,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ETHNGN,ETHNGN,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ETHPAX,ETHPAX,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ETHPLN,ETHPLN,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ETHRUB,ETHRUB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ETHTRY,ETHTRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ETHTUSD,ETHTUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ETHU,ETHU,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ETHUAH,ETHUAH,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ETHUPUSDT,ETHUP,LEVERAGED_OR_SYNTHETIC,leveraged-token suffix,archive symbol policy,r1.6-taxonomy-v1,False,True
spot,ETHUSD,ETHUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ETHUSD1,ETHUSD1,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ETHUSDC,ETHUSDC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ETHUSDP,ETHUSDP,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ETHUSDS,ETHUSDS,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ETHUSDT,ETH,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,ETHUST,ETHUST,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ETHZAR,ETHZAR,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,EULBNB,EULBNB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,EULFDUSD,EULFDUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,EULTRY,EULTRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,EULUSDC,EULUSDC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,EULUSDT,EUL,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,EURAEUR,EURAEUR,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,EURBUSD,EURBUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,EUREURI,EUREURI,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,EURIUSDC,EURIUSDC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,EURIUSDT,EURI,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,EURUSDC,EURUSDC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,EURUSDT,EUR,FIAT_OR_TOKENIZED_FIAT,base asset in frozen fiat/tokenized-fiat list,r1.6 taxonomy v1,r1.6-taxonomy-v1,False,True
spot,EVXBTC,EVXBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,EVXETH,EVXETH,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,EWYBUSDT,EWYB,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,EZBTC,EZBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,EZETH,EZETH,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FARMBNB,FARMBNB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FARMBTC,FARMBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FARMBUSD,FARMBUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FARMETH,FARMETH,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FARMUSDT,FARM,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,FDUSDBUSD,FDUSDBUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FDUSDTRY,FDUSDTRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FDUSDUSDC,FDUSDUSDC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FDUSDUSDT,FDUSD,STABLECOIN,base asset in frozen stablecoin list,r1.6 taxonomy v1,r1.6-taxonomy-v1,False,True
spot,FETBNB,FETBNB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FETBRL,FETBRL,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FETBTC,FETBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FETBUSD,FETBUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FETFDUSD,FETFDUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FETJPY,FETJPY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FETTRY,FETTRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FETU,FETU,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FETUSDC,FETUSDC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FETUSDT,FET,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,FFBNB,FFBNB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FFFDUSD,FFFDUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FFTRY,FFTRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FFUSDC,FFUSDC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FFUSDT,FF,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,FIDABNB,FIDABNB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FIDABTC,FIDABTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FIDABUSD,FIDABUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FIDATRY,FIDATRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FIDAUSDT,FIDA,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,FILBNB,FILBNB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FILBTC,FILBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FILBUSD,FILBUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FILDOWNUSDT,FILDOWN,LEVERAGED_OR_SYNTHETIC,leveraged-token suffix,archive symbol policy,r1.6-taxonomy-v1,False,True
spot,FILETH,FILETH,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FILFDUSD,FILFDUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FILTRY,FILTRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FILUPUSDT,FILUP,LEVERAGED_OR_SYNTHETIC,leveraged-token suffix,archive symbol policy,r1.6-taxonomy-v1,False,True
spot,FILUSDC,FILUSDC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FILUSDT,FIL,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,FIOBNB,FIOBNB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FIOBTC,FIOBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FIOBUSD,FIOBUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FIOUSDT,FIO,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,FIROBTC,FIROBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FIROBUSD,FIROBUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FIROETH,FIROETH,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FIROUSDT,FIRO,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,FISBIDR,FISBIDR,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FISBRL,FISBRL,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FISBTC,FISBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FISBUSD,FISBUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FISTRY,FISTRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FISUSDT,FIS,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,FLMBNB,FLMBNB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FLMBTC,FLMBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FLMBUSD,FLMBUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FLMUSDT,FLM,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,FLNCBUSDT,FLNCB,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,FLOKIFDUSD,FLOKIFDUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FLOKIIDR,FLOKIIDR,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FLOKITRY,FLOKITRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FLOKITUSD,FLOKITUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FLOKIUSDC,FLOKIUSDC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FLOKIUSDT,FLOKI,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,FLOWBNB,FLOWBNB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FLOWBTC,FLOWBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FLOWBUSD,FLOWBUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FLOWUSDT,FLOW,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,FLUXBTC,FLUXBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FLUXBUSD,FLUXBUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FLUXUSDC,FLUXUSDC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FLUXUSDT,FLUX,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,FOGOTRY,FOGOTRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FOGOUSDC,FOGOUSDC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FOGOUSDT,FOGO,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,FORBNB,FORBNB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FORBTC,FORBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FORBUSD,FORBUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FORMTRY,FORMTRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FORMUSDC,FORMUSDC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FORMUSDT,FORM,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,FORTHBTC,FORTHBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FORTHBUSD,FORTHBUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FORTHUSDT,FORTH,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,FORUSDT,FOR,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,FRAXUSDT,FRAX,STABLECOIN,base asset in frozen stablecoin list,r1.6 taxonomy v1,r1.6-taxonomy-v1,False,True
spot,FRONTBTC,FRONTBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FRONTBUSD,FRONTBUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FRONTETH,FRONTETH,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FRONTTRY,FRONTTRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FRONTTUSD,FRONTTUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FRONTUSDC,FRONTUSDC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FRONTUSDT,FRONT,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,FTMAUD,FTMAUD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FTMBIDR,FTMBIDR,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FTMBNB,FTMBNB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FTMBRL,FTMBRL,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FTMBTC,FTMBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FTMBUSD,FTMBUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FTMETH,FTMETH,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FTMEUR,FTMEUR,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FTMFDUSD,FTMFDUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FTMPAX,FTMPAX,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FTMRUB,FTMRUB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FTMTRY,FTMTRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FTMTUSD,FTMTUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FTMUSDC,FTMUSDC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FTMUSDT,FTM,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,FTRY,FTRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FTTBNB,FTTBNB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FTTBTC,FTTBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FTTBUSD,FTTBUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FTTETH,FTTETH,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FTTUSDT,FTT,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,FUELBTC,FUELBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FUELETH,FUELETH,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FUNBNB,FUNBNB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FUNBTC,FUNBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FUNETH,FUNETH,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FUNUSDC,FUNUSDC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FUNUSDT,FUN,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,FUSDC,FUSDC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FUSDT,F,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,FXSBTC,FXSBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FXSBUSD,FXSBUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,FXSUSDT,FXS,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,GALAAUD,GALAAUD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,GALABNB,GALABNB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,GALABRL,GALABRL,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,GALABTC,GALABTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,GALABUSD,GALABUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,GALAETH,GALAETH,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,GALAEUR,GALAEUR,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,GALAFDUSD,GALAFDUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,GALATRY,GALATRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
